pmid,title,authors,journal,pub_date,pub_year,doi,abstract,mesh_terms,pub_type,likely_relevant
32539988,Clinical characteristics of COVID-19 in 104 people with SARS-CoV-2 infection on the Diamond Princess cruise ship: a retrospective analysis.,Tabata S; Imai K; Kawano S; Ikeda M; Kodama T et al.,The Lancet. Infectious diseases,2020-Sep,2020,10.1016/S1473-3099(20)30482-5,"The ongoing COVID-19 pandemic is a global threat. Identification of markers for symptom onset and disease progression is a pressing issue. We described the clinical features of people infected on board the Diamond Princess cruise ship who were diagnosed with asymptomatic severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection or mild or severe COVID-19, on admission to the Self-Defense Forces Central Hospital (Tokyo, Japan) and at the end of observation. This retrospective, single-centre study included participants with laboratory-detected SARS-CoV-2 infection who were admitted to the Self-Defense Forces Central Hospital from Feb 11 to Feb 25, 2020. Clinical records, laboratory data, and radiological findings were analysed. Clinical outcomes were followed up until discharge or Feb 26, 2020, whichever came first. We defined asymptomatic infection as SARS-CoV-2 infection with no history of clinical signs and symptoms, severe COVID-19 as clinical symptoms of pneumonia (dyspnoea, tachypnoea, peripheral capillary oxygen saturation <93%, and need for oxygen therapy), and mild COVID-19 as all other symptoms. Clinical features on admission were compared among patients with different disease severity, including asymptomatic infection, at the end of observation. We used univariable analysis to identify factors associated with symptomatic illness among asymptomatic people infected with SARS-CoV-2 and disease progression in patients with COVID-19. Among the 104 participants included in the final analysis, the median age was 68 years (IQR 47-75) and 54 (52%) were male. On admission, 43 (41%) participants were classified as asymptomatic, 41 (39%) as having mild COVID-10, and 20 (19%) as having severe COVID-19. At the end of observation, 33 (32%) participants were confirmed as being asymptomatic, 43 (41%) as having mild COVID-19, and 28 (27%) as having severe COVID-19. Serum lactate hydrogenase concentrations were significantly higher in the ten participants who were asymptomatic on admission but developed symptomatic COVID-19 compared with the 33 participants who remained asymptomatic throughout the observation period (five [50%] vs four [12%] participants; odds ratio 7·25, 95% CI 1·43-36·70; p=0·020). Compared with patients with mild disease at the end of observation, patients with severe COVID-19 were older (median age 73 years [IQR 55-77] vs 60 years [40-71]; p=0·028) and had more frequent consolidation on chest CT (13 [46%] of 28 vs nine [21%] of 43; p=0·035) and lymphopenia (16 [57%] vs ten [23%]; p=0·0055) on admission. Older age, consolidation on chest CT images, and lymphopenia might be risk factors for disease progression of COVID-19 and contribute to improved clinical management. None.","Adult; Aged; Betacoronavirus; COVID-19; Coronavirus Infections; Disease Progression; Female; Hospitals; Humans; Japan; Lung; Lymphopenia; Male; Middle Aged; Pandemics; Pneumonia, Viral; Retrospective Studies; Risk Factors; SARS-CoV-2; Severe Acute Respiratory Syndrome; Ships; Tomography, X-Ray Computed",Journal Article,yes
32539986,SARS-CoV-2 shedding and seroconversion among passengers quarantined after disembarking a cruise ship: a case series.,Hung IF; Cheng VC; Li X; Tam AR; Hung DL et al.,The Lancet. Infectious diseases,2020-Sep,2020,10.1016/S1473-3099(20)30364-9,"A cruise ship is a closed-off environment that simulates the basic functioning of a city in terms of living conditions and interpersonal interactions. Thus, the Diamond Princess cruise ship, which was quarantined because of an onboard outbreak of COVID-19 in February, 2020, provides an opportunity to define the shedding pattern of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and patient antibody responses before and after the onset of symptoms. We recruited adult (≥18 years) passengers from Hong Kong who had been on board the Diamond Princess cruise ship docked in Yokohama, Japan in February, 2020. All participants had been found to be negative for SARS-CoV-2 by RT-PCR 4 days before disembarking and were transferred to further quarantine in a public estate in Hong Kong, where they were recruited. Participants were prospectively screened by quantitative RT-PCR (RT-qPCR) of nasopharyngeal and throat swabs, and serum IgG and IgM against internal nucleoprotein and the surface spike receptor-binding protein (RBD) of SARS-CoV-2 at baseline (upon entering quarantine) and on days 4, 8, and 12 of quarantine. On Feb 22, 2020, 215 adults were recruited, of whom nine (4%; 95% CI 2-8) were positive for SARS-CoV-2 by RT-qPCR or serology and were hospitalised. Of these nine patients, nasopharyngeal swab RT-qPCR was positive in eight patients (89%; 57-99) at baseline. All nine patients were positive for anti-RBD IgG by day 8. Eight (89%; 57-99) were simultaneously positive for nasopharyngeal swab RT-PCR and anti-RBD IgG. One patient who was positive for anti-RBD IgG and had a negative viral load had multifocal peripheral ground-glass changes on high-resolution CT that were typical of COVID-19. Five patients (56%; 27-81) with ground-glass changes on high-resolution CT were found to have higher anti-nucleoprotein-IgG OD values on day 8 and 12 and anti-RBD IgG OD value on day 12 than patients without ground-glass changes. Six (67%; 35-88) patients remained asymptomatic throughout the 14-day quarantine period. Patients with COVID-19 can develop asymptomatic lung infection with viral shedding and those with evidence of pneumonia on imaging tend to have an increased antibody response. Positive IgG or IgM confirmed infection of COVID-19 in both symptomatic and asymptomatic patients. A combination of RT-PCR and serology should be implemented for case finding and contact tracing to facilitate early diagnosis, prompt isolation, and treatment. Shaw Foundation Hong Kong; Sanming-Project of Medicine (Shenzhen); High Level-Hospital Program (Guangdong Health Commission).","Adult; Aged; Betacoronavirus; COVID-19; Contact Tracing; Coronavirus Infections; Disease Outbreaks; Female; Hong Kong; Humans; Japan; Male; Middle Aged; Pandemics; Pneumonia, Viral; Quarantine; SARS-CoV-2; Seroconversion; Ships; Thorax; Viral Load; Virus Shedding; Young Adult","Journal Article; Research Support, Non-U.S. Gov't",yes
32535295,"Duration of viral shedding in asymptomatic or mild cases of novel coronavirus disease 2019 (COVID-19) from a cruise ship: A single-hospital experience in Tokyo, Japan.",Miyamae Y; Hayashi T; Yonezawa H; Fujihara J; Matsumoto Y et al.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2020-Aug,2020,10.1016/j.ijid.2020.06.020,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which is the cause of novel coronavirus disease 2019 (COVID-19), was first reported in Wuhan, China, and now has spread across the world as a global pandemic. The propagation from asymptomatic polymerase chain reaction (PCR)-positive individuals represents a complicating factor in the efforts to control the COVID-19 pandemic. We examined the course of PCR assays and the duration of viral shedding in 23 asymptomatic or mild COVID-19 patients from the cruise ship who were admitted to our hospital. Among these 23 cases, the median duration of viral shedding was 19 days (range, 6-37 days) from initial viral detection. Eight cases (35%) had another positive PCR result after testing negative once. Although the duration of viral shedding was approximately three weeks, the infectivity and transmissibility period from asymptomatic and mild COVID-19 cases is unclear. Further studies are needed to determine how long such asymptomatic and mild COVID-19 cases have infectivity.","Adult; Aged; Betacoronavirus; COVID-19; Coronavirus Infections; Female; Hospitalization; Humans; Male; Middle Aged; Pandemics; Pneumonia, Viral; SARS-CoV-2; Ships; Time; Tokyo; Virus Shedding",Journal Article,yes
32525881,Japanese citizens' behavioral changes and preparedness against COVID-19: An online survey during the early phase of the pandemic.,Muto K; Yamamoto I; Nagasu M; Tanaka M; Wada K,PloS one,2020,2020,10.1371/journal.pone.0234292,"The Japanese government instituted countermeasures against COVID-19, a pneumonia caused by the new coronavirus, in January 2020. Seeking ""people's behavioral changes,"" in which the government called on the public to take precautionary measures or exercise self-restraint, was one of the important strategies. The purpose of this study is to investigate how and from when Japanese citizens have changed their precautionary behavior under circumstances in which the government has only requested their cooperation. This study uses micro data from a cross-sectional survey conducted on an online platform of an online research company, based on quota sampling that is representative of the Japanese population. By the end of March 2020, a total of 11,342 respondents, aged from 20 to 64 years, were recruited. About 85 percent reported practising the social distancing measures recommended by the government including more females than males and more older than younger participants. Frequent handwashing is conducted by 86 percent of all participants, 92 percent of female, and 87.9 percent of over-40 participants. The most important event influencing these precautionary actions was the infection aboard the Diamond Princess cruise ship, which occurred in early February 2020 (23 percent). Information from the central and local governments, received by 60 percent of the participants, was deemed trustworthy by 50 percent. However, the results also showed that about 20 percent of the participants were reluctant to implement proper prevention measures. The statistical analysis indicated that the typical characteristics of those people were male, younger (under 30 years old), unmarried, from lower-income households, a drinking or smoking habit, and a higher extraversion score. To prevent the spread of infection in Japan, it is imperative to address these individuals and encourage their behavioural changes using various means to reach and influence them.","Adult; Behavior; Betacoronavirus; COVID-19; Communicable Disease Control; Coronavirus Infections; Cross-Sectional Studies; Female; Government; Guideline Adherence; Hand Disinfection; Humans; Japan; Male; Middle Aged; Pandemics; Pneumonia, Viral; SARS-CoV-2; Surveys and Questionnaires; Young Adult","Journal Article; Research Support, Non-U.S. Gov't",yes
32513865,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California.,Deng X; Gu W; Federman S; du Plessis L; Pybus OG et al.,"Science (New York, N.Y.)",2020-Jul,2020,10.1126/science.abb9263,"The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread globally, with >365,000 cases in California as of 17 July 2020. We investigated the genomic epidemiology of SARS-CoV-2 in Northern California from late January to mid-March 2020, using samples from 36 patients spanning nine counties and the Grand Princess cruise ship. Phylogenetic analyses revealed the cryptic introduction of at least seven different SARS-CoV-2 lineages into California, including epidemic WA1 strains associated with Washington state, with lack of a predominant lineage and limited transmission among communities. Lineages associated with outbreak clusters in two counties were defined by a single base substitution in the viral genome. These findings support contact tracing, social distancing, and travel restrictions to contain the spread of SARS-CoV-2 in California and other states.","Betacoronavirus; COVID-19; California; Coronavirus Infections; Epidemiological Monitoring; Genome, Viral; Humans; Pandemics; Phylogeny; Pneumonia, Viral; SARS-CoV-2; Sequence Alignment; Ships; Travel; Washington","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",yes
32511579,A Genomic Survey of SARS-CoV-2 Reveals Multiple Introductions into Northern California without a Predominant Lineage.,Deng X; Gu W; Federman S; du Plessis L; Pybus OG et al.,medRxiv : the preprint server for health sciences,2020-Mar,2020,10.1101/2020.03.27.20044925,"The COVID-19 pandemic caused by the novel coronavirus SARS-CoV-2 has spread globally, resulting in >300,000 reported cases worldwide as of March 21st, 2020. Here we investigate the genetic diversity and genomic epidemiology of SARS-CoV-2 in Northern California using samples from returning travelers, cruise ship passengers, and cases of community transmission with unclear infection sources. Virus genomes were sampled from 29 patients diagnosed with COVID-19 infection from Feb 3rd through Mar 15th. Phylogenetic analyses revealed at least 8 different SARS-CoV-2 lineages, suggesting multiple independent introductions of the virus into the state. Virus genomes from passengers on two consecutive excursions of the Grand Princess cruise ship clustered with those from an established epidemic in Washington State, including the WA1 genome representing the first reported case in the United States on January 19th. We also detected evidence for presumptive transmission of SARS-CoV-2 lineages from one community to another. These findings suggest that cryptic transmission of SARS-CoV-2 in Northern California to date is characterized by multiple transmission chains that originate via distinct introductions from international and interstate travel, rather than widespread community transmission of a single predominant lineage. Rapid testing and contact tracing, social distancing, and travel restrictions are measures that will help to slow SARS-CoV-2 spread in California and other regions of the USA.",,Preprint; Journal Article,yes
32511090,CrAssphage as a Novel Tool to Detect Human Fecal Contamination on Environmental Surfaces and Hands.,Park GW; Ng TFF; Freeland AL; Marconi VC; Boom JA et al.,Emerging infectious diseases,2020-Aug,2020,10.3201/eid2608.200346,"CrAssphage is a recently discovered human gut-associated bacteriophage. To validate the potential use of crAssphage for detecting human fecal contamination on environmental surfaces and hands, we tested stool samples (n = 60), hand samples (n = 30), and environmental swab samples (n = 201) from 17 norovirus outbreaks for crAssphage by real-time PCR. In addition, we tested stool samples from healthy persons (n = 173), respiratory samples (n = 113), and animal fecal specimens (n = 68) and further sequenced positive samples. Overall, we detected crAssphage in 71.4% of outbreak stool samples, 48%-68.5% of stool samples from healthy persons, 56.2% of environmental swabs, and 60% of hand rinse samples, but not in human respiratory samples or animal fecal samples. CrAssphage sequences could be grouped into 2 major genetic clusters. Our data suggest that crAssphage could be used to detect human fecal contamination on environmental surfaces and hands.",Animals; Bacteriophages; Caliciviridae Infections; Disease Outbreaks; Feces; Humans; Norovirus; Real-Time Polymerase Chain Reaction,Journal Article,no
32498735,Medical Transport for 769 COVID-19 Patients on a Cruise Ship by Japan Disaster Medical Assistance Team.,Anan H; Kondo H; Takeuchi I; Nakamori T; Ikeda Y et al.,Disaster medicine and public health preparedness,2020-Dec,2020,10.1017/dmp.2020.187,"The Diamond Princess cruise ship, carrying 3711 passengers and crew members, docked at Yokohama Port in Japan on February 3, 2020. A quarantine was immediately instituted because 1 passenger who had disembarked in Hong Kong was confirmed to have tested positive for coronavirus disease 2019 (COVID-19). After the quarantine began, all passengers and crew were tested using the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) polymerase chain reaction assay on the ship, 696 of whom tested positive. In total, 769 patients, including 696 with COVID-19, required transport to a hospital. The Japan Disaster Medical Assistance Team (DMAT) successfully picked up and safely transported the COVID-19 patients using a novel classification system to prioritize patients. The Japan DMAT transported 203 patients to hospitals in Kanagawa and another 566 patients to hospitals in 15 different prefectures.",COVID-19; Health Care Rationing; Humans; Japan; Polymerase Chain Reaction; Quarantine; SARS-CoV-2; Ships; Transportation of Patients,"Journal Article; Research Support, Non-U.S. Gov't",yes
32497028,"Evidence for Limited Early Spread of COVID-19 Within the United States, January-February 2020.",Jorden MA; Rudman SL; Villarino E; Hoferka S; Patel MT et al.,MMWR. Morbidity and mortality weekly report,2020-Jun,2020,10.15585/mmwr.mm6922e1,"From January 21 through February 23, 2020, public health agencies detected 14 U.S. cases of coronavirus disease 2019 (COVID-19), all related to travel from China (1,2). The first nontravel-related U.S. case was confirmed on February 26 in a California resident who had become ill on February 13 (3). Two days later, on February 28, a second nontravel-related case was confirmed in the state of Washington (4,5). Examination of four lines of evidence provides insight into the timing of introduction and early transmission of SARS-CoV-2, the virus that causes COVID-19, into the United States before the detection of these two cases. First, syndromic surveillance based on emergency department records from counties affected early by the pandemic did not show an increase in visits for COVID-19-like illness before February 28. Second, retrospective SARS-CoV-2 testing of approximately 11,000 respiratory specimens from several U.S. locations beginning January 1 identified no positive results before February 20. Third, analysis of viral RNA sequences from early cases suggested that a single lineage of virus imported directly or indirectly from China began circulating in the United States between January 18 and February 9, followed by several SARS-CoV-2 importations from Europe. Finally, the occurrence of three cases, one in a California resident who died on February 6, a second in another resident of the same county who died February 17, and a third in an unidentified passenger or crew member aboard a Pacific cruise ship that left San Francisco on February 11, confirms cryptic circulation of the virus by early February. These data indicate that sustained, community transmission had begun before detection of the first two nontravel-related U.S. cases, likely resulting from the importation of a single lineage of virus from China in late January or early February, followed by several importations from Europe. The widespread emergence of COVID-19 throughout the United States after February highlights the importance of robust public health systems to respond rapidly to emerging infectious threats.","Betacoronavirus; COVID-19; Coronavirus Infections; Humans; Pandemics; Phylogeny; Pneumonia, Viral; SARS-CoV-2; Sentinel Surveillance; Travel; United States",Journal Article,yes
32461231,COVID-19: in the footsteps of Ernest Shackleton.,Ing AJ; Cocks C; Green JP,Thorax,2020-Aug,2020,10.1136/thoraxjnl-2020-215091,"We describe what we believe is the first instance of complete COVID-19 testing of all passengers and crew on an isolated cruise ship during the current COVID-19 pandemic. Of the 217 passengers and crew on board, 128 tested positive for COVID-19 on reverse transcription-PCR (59%). Of the COVID-19-positive patients, 19% (24) were symptomatic; 6.2% (8) required medical evacuation; 3.1% (4) were intubated and ventilated; and the mortality was 0.8% (1). The majority of COVID-19-positive patients were asymptomatic (81%, 104 patients). We conclude that the prevalence of COVID-19 on affected cruise ships is likely to be significantly underestimated, and strategies are needed to assess and monitor all passengers to prevent community transmission after disembarkation.","Aged; Asymptomatic Infections; Betacoronavirus; COVID-19; COVID-19 Testing; Clinical Laboratory Techniques; Coronavirus Infections; Female; Holidays; Humans; Male; Naval Medicine; Pandemics; Pneumonia, Viral; Prevalence; SARS-CoV-2; Ships; Travel",Journal Article; Observational Study,yes
32455807,The COVID-19 Infection in Italy: A Statistical Study of an Abnormally Severe Disease.,De Natale G; Ricciardi V; De Luca G; De Natale D; Di Meglio G et al.,Journal of clinical medicine,2020-May,2020,10.3390/jcm9051564,"We statistically investigate the Coronavirus Disease 19 (COVID-19) pandemic, which became particularly invasive in Italy in March 2020. We show that the high apparent lethality or case fatality ratio (CFR) observed in Italy, as compared with other countries, is likely biased by a strong underestimation of the number of infection cases. To give a more realistic estimate of the lethality of COVID-19, we use the actual (March 2020) estimates of the infection fatality ratio (IFR) of the pandemic based on the minimum observed CFR and analyze data obtained from the Diamond Princess cruise ship, a good representation of a ""laboratory"" case-study from an isolated system in which all the people have been tested. From such analyses, we derive more realistic estimates of the real extent of the infection as well as more accurate indicators of how fast the infection propagates. We then isolate the dominant factors causing the abnormal severity of the disease in Italy. Finally, we use the death count-the only data estimated to be reliable enough-to predict the total number of people infected and the interval of time when the infection in Italy could end.",,Journal Article,yes
32405245,Clinical course of 2019 novel coronavirus disease (COVID-19) in individuals present during the outbreak on the Diamond Princess cruise ship.,Kato H; Shimizu H; Shibue Y; Hosoda T; Iwabuchi K et al.,Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy,2020-Aug,2020,10.1016/j.jiac.2020.05.005,"We investigated the clinical course of individuals with 2019 novel coronavirus disease (COVID-19) who were transferred from the Diamond Princess cruise ship to 12 local hospitals. The conditions and clinical courses of patients with pneumonia were compared with those of patients without pneumonia. Among 70 patients (median age: 67 years) analyzed, the major symptoms were fever (64.3%), cough (54.3%), and general fatigue (24.3%). Forty-three patients (61.4%) had pneumonia. Higher body temperature, heart rate, and respiratory rate as well as higher of lactate dehydrogenase (LDH), aspartate aminotransferase (AST), and C-reactive protein (CRP) levels and lower serum albumin level and lymphocyte count were associated with the presence of pneumonia. Ground-glass opacity was found in 97.7% of the patients with pneumonia. Patients were administered neuraminidase inhibitors (20%), lopinavir/ritonavir (32.9%), and ciclesonide inhalation (11.4%). Mechanical ventilation and veno-venous extracorporeal membrane oxygenation was performed on 14 (20%) and 2 (2.9%) patients, respectively; two patients died. The median duration of intubation was 12 days. The patients with COVID-19 transferred to local hospitals during the outbreak had severe conditions and needed close monitoring. The severity of COVID-19 depends on the presence of pneumonia. High serum LDH, AST and CRP levels and low serum albumin level and lymphocyte count were found to be predictors of pneumonia. It was challenging for local hospitals to admit and treat these patients during the outbreak of COVID-19. Assessment of severity was crucial to manage a large number of patients.","Aged; Betacoronavirus; COVID-19; Coronavirus Infections; Diabetes Complications; Disease Outbreaks; Female; Humans; Hypertension; Japan; Male; Middle Aged; Pandemics; Patient Acuity; Pneumonia, Viral; Prognosis; SARS-CoV-2; Ships",Journal Article,yes
32396628,Presumed COVID-19 index case on diamond princess cruise ship and evacuees to Hong Kong.,Leung WS; Chan JMC; Chik TSH; Lau DPL; Choi CYC et al.,Journal of travel medicine,2020-Aug,2020,10.1093/jtm/taaa073,,"Aged, 80 and over; Betacoronavirus; COVID-19; Coronavirus Infections; Hong Kong; Humans; Japan; Lopinavir; Male; Pandemics; Pneumonia, Viral; Ribavirin; Ritonavir; SARS-CoV-2; Ships; Travel",Case Reports; Letter,yes
32391908,From plague to coronavirus: vessel trajectory data from ship automatic identification systems for epidemic modeling.,Hoffmann Pham KE; Luengo-Oroz M,Journal of travel medicine,2020-Sep,2020,10.1093/jtm/taaa072,"In addition to moving people and goods, ships can spread disease. Vessel trajectory data from ship Automatic Identification Systems (AIS) is available online and can be extracted and analyzed, as we illustrate in the case of the current coronavirus epidemic. This data should be included in epidemiological models of disease transmission to complement air traffic data and inform operational responses.","COVID-19; Communicable Diseases, Emerging; Coronavirus Infections; Geographic Information Systems; Global Health; Humans; Pandemics; Plague; Pneumonia, Viral; Risk Factors; Ships; Travel",Journal Article,no
32373394,"Using the contact network model and Metropolis-Hastings sampling to reconstruct the COVID-19 spread on the ""Diamond Princess"".",Liu F; Li X; Zhu G,Science bulletin,2020-Aug,2020,10.1016/j.scib.2020.04.043,"Traditional compartmental models such as SIR (susceptible, infected, recovered) assume that the epidemic transmits in a homogeneous population, but the real contact patterns in epidemics are heterogeneous. Employing a more realistic model that considers heterogeneous contact is consequently necessary. Here, we use a contact network to reconstruct unprotected, protected contact, and airborne spread to simulate the two-stages outbreak of COVID-19 (coronavirus disease 2019) on the ""Diamond Princess"" cruise ship. We employ Bayesian inference and Metropolis-Hastings sampling to estimate the model parameters and quantify the uncertainties by the ensemble simulation technique. During the early epidemic with intensive social contacts, the results reveal that the average transmissibility t  was 0.026 and the basic reproductive number  R 0   was 6.94, triple that in the WHO report, indicating that all people would be infected in one month. The t  and  R 0   decreased to 0.0007 and 0.2 when quarantine was implemented. The reconstruction suggests that diluting the airborne virus concentration in closed settings is useful in addition to isolation, and high-risk susceptible should follow rigorous prevention measures in case exposed. This study can provide useful implications for control and prevention measures for the other cruise ships and closed settings.",,Journal Article,yes
32365046,Preparation for Quarantine on the Cruise Ship Diamond Princess in Japan due to COVID-19.,Yamahata Y; Shibata A,JMIR public health and surveillance,2020-May,2020,10.2196/18821,"Japan implemented a large-scale quarantine on the Diamond Princess cruise ship in an attempt to control the spread of the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in February 2020. We aim to describe the medical activities initiated and difficulties in implementing quarantine on a cruise ship. Reverse transcription-polymerase chain reaction (RT-PCR) tests for SARS-CoV-2 were performed for all 3711 people (2666 passengers and 1045 crew) on board. Of those tested, 696 (18.8%) tested positive for coronavirus disease (COVID-19), of which 410 (58.9%) were asymptomatic. We also confirmed that 54% of the asymptomatic patients with a positive RT-PCR result had lung opacities on chest computed tomography. There were many difficulties in implementing quarantine, such as creating a dividing traffic line between infectious and noninfectious passengers, finding hospitals and transportation providers willing to accept these patients, transporting individuals, language barriers, and supporting daily life. As of March 8, 2020, 31 patients (4.5% of patients with positive RT-PCR results) were hospitalized and required ventilator support or intensive care, and 7 patients (1.0% of patients with positive RT-PCR results) had died. There were several difficulties in implementing large-scale quarantine and obtaining medical support on the cruise ship. In the future, we need to prepare for patients' transfer and the admitting hospitals when disembarking the passengers. We recommend treating the crew the same way as the passengers to control the infection. We must also draw a plan for the future, to protect travelers and passengers from emerging infectious diseases on cruise ships.","Adolescent; Betacoronavirus; COVID-19; COVID-19 Testing; Clinical Laboratory Techniques; Coronavirus; Coronavirus Infections; Disease Outbreaks; Female; Humans; Japan; Male; Pandemics; Pneumonia, Viral; Public Health; Quarantine; Reverse Transcriptase Polymerase Chain Reaction; SARS-CoV-2; Ships; Travel",Journal Article,yes
32362642,The 2019 novel coronavirus disease (COVID-19) pandemic: A review of the current evidence.,Chatterjee P; Nagi N; Agarwal A; Das B; Banerjee S et al.,The Indian journal of medical research,,,10.4103/ijmr.IJMR_519_20,"A novel coronavirus (nCoV) spillover event, with its epicenter in Wuhan, People's Republic of China, has emerged as a public health emergency of international concern. This began as an outbreak in December 2019, and till February 28, 2020, there have been 83,704 confirmed cases of novel coronavirus disease 2019 (COVID-19) globally, with 2,859 deaths, resulting in an overall case fatality rate of 3.41 per cent (95% confidence interval 3.29-3.54%). By this time (February 28, 2020) 58 countries or territories and one international conveyance (Diamond Princess Cruise Ship) were affected. As a part of the global response to manage and contain the pandemic, major emphasis was placed on generating research intelligence to guide evidence-based responses to contain the virus, which was named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), owing to its genetic similarities with the SARS virus. This review summarizes the emerging evidence which can help guide the public health response, particularly in India. Key areas have been identified in which research needs to be conducted to generate critical intelligence for advising prevention and control efforts. The emergence of SARS-CoV-2 has once again exposed the weaknesses of global health systems preparedness, ability to respond to an infectious threat, the rapidity of transmission of infections across international borders and the ineffectiveness of knee-jerk policy responses to emerging/re-emerging infectious disease threats. The review concludes with the key learning points from the ongoing efforts to prevent and contain COVID-19 and identifies the need to invest in health systems, community-led response mechanisms and the need for preparedness and global health security.","Betacoronavirus; COVID-19; Communicable Disease Control; Coronavirus Infections; Delivery of Health Care; Humans; India; Pandemics; Pneumonia, Viral; Public Health; SARS-CoV-2",Journal Article; Review,yes
32361528,Airborne route and bad use of ventilation systems as non-negligible factors in SARS-CoV-2 transmission.,Correia G; Rodrigues L; Gameiro da Silva M; Gonçalves T,Medical hypotheses,2020-Aug,2020,10.1016/j.mehy.2020.109781,"The world is facing a pandemic of unseen proportions caused by a corona virus named SARS-CoV-2 with unprecedent worldwide measures being taken to tackle its contagion. Person-to-person transmission is accepted but WHO only considers aerosol transmission when procedures or support treatments that produce aerosol are performed. Transmission mechanisms are not fully understood and there is evidence for an airborne route to be considered, as the virus remains viable in aerosols for at least 3 h and that mask usage was the best intervention to prevent infection. Heating, Ventilation and Air Conditioning Systems (HVAC) are used as a primary infection disease control measure. However, if not correctly used, they may contribute to the transmission/spreading of airborne diseases as proposed in the past for SARS. The authors believe that airborne transmission is possible and that HVAC systems when not adequately used may contribute to the transmission of the virus, as suggested by descriptions from Japan, Germany, and the Diamond Princess Cruise Ship. Previous SARS outbreaks reported at Amoy Gardens, Emergency Rooms and Hotels, also suggested an airborne transmission. Further studies are warranted to confirm our hypotheses but the assumption of such way of transmission would cause a major shift in measures recommended to prevent infection such as the disseminated use of masks and structural changes to hospital and other facilities with HVAC systems.","Aerosols; Air Conditioning; Air Microbiology; Air Pollution, Indoor; Betacoronavirus; COVID-19; Coronavirus Infections; Cross Infection; Environment, Controlled; Equipment Contamination; Equipment Design; Equipment Failure; Fomites; Heating; Humans; Legionnaires' Disease; Models, Biological; Pandemics; Pneumonia, Viral; SARS-CoV-2; Sanitary Engineering; Severe Acute Respiratory Syndrome; Sewage; Ventilation",Journal Article,yes
32353827,"Containing COVID-19 Among 627,386 Persons in Contact With the Diamond Princess Cruise Ship Passengers Who Disembarked in Taiwan: Big Data Analytics.",Chen CM; Jyan HW; Chien SC; Jen HH; Hsu CY et al.,Journal of medical Internet research,2020-May,2020,10.2196/19540,"Low infection and case-fatality rates have been thus far observed in Taiwan. One of the reasons for this major success is better use of big data analytics in efficient contact tracing and management and surveillance of those who require quarantine and isolation. We present here a unique application of big data analytics among Taiwanese people who had contact with more than 3000 passengers that disembarked at Keelung harbor in Taiwan for a 1-day tour on January 31, 2020, 5 days before the outbreak of coronavirus disease (COVID-19) on the Diamond Princess cruise ship on February 5, 2020, after an index case was identified on January 20, 2020. The smart contact tracing-based mobile sensor data, cross-validated by other big sensor surveillance data, were analyzed by the mobile geopositioning method and rapid analysis to identify 627,386 potential contact-persons. Information on self-monitoring and self-quarantine was provided via SMS, and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) tests were offered for symptomatic contacts. National Health Insurance claims big data were linked, to follow-up on the outcome related to COVID-19 among those who were hospitalized due to pneumonia and advised to undergo screening for SARS-CoV-2. As of February 29, a total of 67 contacts who were tested by reverse transcription-polymerase chain reaction were all negative and no confirmed COVID-19 cases were found. Less cases of respiratory syndrome and pneumonia were found after the follow-up of the contact population compared with the general population until March 10, 2020. Big data analytics with smart contact tracing, automated alert messaging for self-restriction, and follow-up of the outcome related to COVID-19 using health insurance data could curtail the resources required for conventional epidemiological contact tracing.","Betacoronavirus; Big Data; COVID-19; Communicable Disease Control; Contact Tracing; Coronavirus Infections; Disease Outbreaks; Geographic Information Systems; Humans; Pandemics; Pneumonia, Viral; Public Health Surveillance; Quarantine; Retrospective Studies; SARS-CoV-2; Ships; Taiwan","Journal Article; Research Support, Non-U.S. Gov't",yes
32324722,"Notes from the Field: Multiple Cruise Ship Outbreaks of Norovirus Associated with Frozen Fruits and Berries - United States, 2019.",Rispens JR; Freeland A; Wittry B; Kramer A; Barclay L et al.,MMWR. Morbidity and mortality weekly report,2020-Apr,2020,10.15585/mmwr.mm6916a3,,,Journal Article,yes
